diff_pattern_key,count,sample_target_fid,sample_target_master,sample_signature,sample_change_summary
GMST|Record Header:+;,4,3D008814|Oscuro's_Oblivion_Overhaul.esp|GMST|"""Record Header+"""
CREA|Record Header:+;SCRI:+;RNAM:32->50;Sound Types:+;,1,00000B7F|Oblivion.esm|CREA|"""Record Header+"",SCRI+,RNAM,""Sound Types+"""
CREA|Record Header:+;RNAM:100->70;ZNAM:DefaultTroll [CSTY:00022D44]->DefaultTrollCold [CSTY:05010FCA];Sound Types:+;,1,00002DBC|Oblivion.esm|CREA|"""Record Header+"",RNAM,ZNAM,""Sound Types+"""
"CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.120000;CSCR:CreatureAtronachStorm ""Storm Atr->CreatureImp ""Imp"" [CREA:0001E649;",1,00009EF9|Oblivion.esm|CREA|"""Record Header+"",SCRI+,BNAM,CSCR"
CREA|Record Header:+;ZNAM:DefaultGoblinWarlord [CSTY:0000A->DefaultGoblinWarlordCold [CSTY:0;BNAM:1.150000->1.110000;,1,0000AB71|Oblivion.esm|CREA|"""Record Header+"",ZNAM,BNAM"
CREA|Record Header:+;BNAM:1.150000->1.120000;,1,0000ABD1|Oblivion.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;SCRI:+;Sound Types:+;,1,000151DD|Oblivion.esm|CREA|"""Record Header+"",SCRI+,""Sound Types+"""
CREA|Record Header:+;ZNAM:DefaultMinotaurLord [CSTY:0002D6->DefaultMinotaurLordCold [CSTY:05;,2,0001E648|Oblivion.esm|CREA|"""Record Header+"",ZNAM"
CREA|Record Header:+;RNAM:64->72;Sound Types:+;,1,0001E649|Oblivion.esm|CREA|"""Record Header+"",RNAM,""Sound Types+"""
CREA|Record Header:+;SCRI:+;ZNAM:DefaultSpriggan [CSTY:00085A5B]->DefaultSprigganCold [CSTY:05010F;NAM0:+;Sound Types:+;,1,0001E64B|Oblivion.esm|CREA|"""Record Header+"",SCRI+,ZNAM,NAM0+,""Sound Types+"""
CREA|Record Header:+;BNAM:1.000000->0.900000;Sound Types:+;,1,0001FCB1|Oblivion.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.000000->0.910000;,1,0001FCB2|Oblivion.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;,21,0001FCB3|Oblivion.esm|CREA|"""Record Header+"""
CREA|Record Header:+;BNAM:1.000000->1.030000;,1,0001FCB4|Oblivion.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;SCRI:+;RNAM:60->70;,3,00025E4C|Oblivion.esm|CREA|"""Record Header+"",SCRI+,RNAM"
CREA|Record Header:+;CNTO:+;SCRI:+;,2,00027388|Oblivion.esm|CREA|"""Record Header+"",CNTO+,SCRI+"
CREA|Record Header:+;ZNAM:DefaultClannfear [CSTY:00035E92]->DefaultClannfearCold [CSTY:0501C;Sound Types:+;,1,00034EA3|Oblivion.esm|CREA|"""Record Header+"",ZNAM,""Sound Types+"""
CREA|Record Header:+;SNAM:+;SCRI:+;BNAM:1.000000->1.080000;,1,000366BA|Oblivion.esm|CREA|"""Record Header+"",SNAM+,SCRI+,BNAM"
CREA|Record Header:+;BNAM:1.300000->1.220000;Sound Types:+;,1,0003F148|Oblivion.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.120000;,1,0005D558|Oblivion.esm|CREA|"""Record Header+"",SCRI+,BNAM"
CREA|Record Header:+;BNAM:1.000000->1.380000;,1,00064C18|Oblivion.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.100000;Sound Types:+;,1,0006E912|Oblivion.esm|CREA|"""Record Header+"",SCRI+,BNAM,""Sound Types+"""
CREA|Record Header:+;ZNAM:DefaultGoblinArcher [CSTY:00014D->DefaultGoblinArcherCold [CSTY:05;BNAM:1.000000->0.900000;,1,00084B29|Oblivion.esm|CREA|"""Record Header+"",ZNAM,BNAM"
CREA|Record Header:+;ZNAM:DefaultGoblinArcher [CSTY:00014D->DefaultGoblinArcherCold [CSTY:05;BNAM:1.000000->0.920000;,1,00084B2A|Oblivion.esm|CREA|"""Record Header+"",ZNAM,BNAM"
CREA|Record Header:+;ZNAM:DefaultGoblinArcher [CSTY:00014D->DefaultGoblinArcherCold [CSTY:05;,1,00084B2B|Oblivion.esm|CREA|"""Record Header+"",ZNAM"
CREA|Record Header:+;BNAM:1.250000->1.290000;,1,000878B1|Oblivion.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;SCRI:+;,3,00088FA6|Oblivion.esm|CREA|"""Record Header+"",SCRI+"
CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.050000;,1,0009589E|Oblivion.esm|CREA|"""Record Header+"",SCRI+,BNAM"
CREA|Record Header:+;SCRI:+;BNAM:1.000000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,1,00097A15|Oblivion.esm|CREA|"""Record Header+"",SCRI+,BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;SCRI:+;BNAM:1.300000->1.550000;WNAM:3.000000->20.000000;,1,00097A16|Oblivion.esm|CREA|"""Record Header+"",SCRI+,BNAM,WNAM"
CREA|Record Header:+;BNAM:1.000000->1.200000;WNAM:3.000000->20.000000;,1,0018AE38|Oblivion.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.300000->1.200000;WNAM:3.000000->20.000000;,1,0018AE39|Oblivion.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:0.750000->1.200000;WNAM:1.000000->20.000000;,1,0018AE3A|Oblivion.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.000000->1.200000;WNAM:1.500000->20.000000;,1,0018AE3B|Oblivion.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.300000->1.200000;WNAM:4.000000->20.000000;,1,0018AE3D|Oblivion.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.600000->1.200000;WNAM:4.500000->20.000000;,1,0018AE3E|Oblivion.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:10.000000->7.000000;Sound Types:+;,1,04001C6A|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:1.000000->0.870000;Sound Types:+;,1,04002256|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;Sound Types:+;,2,04002259|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;Sound Types:+;,1,0400225D|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Gold Golem->Gold Atronach;Sound Types:+;,6,04002262|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:1.000000->0.940000;Sound Types:+;,1,04002266|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:1.000000->0.980000;Sound Types:+;,1,0400226D|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:1.000000->0.930000;Sound Types:+;,1,04002276|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Water Atronach;Sound Types:+;,1,04002279|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:1.100000->0.930000;Sound Types:+;,1,04003099|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:1.070000->0.900000;Sound Types:+;,1,0400309A|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:0.900000->0.830000;Sound Types:+;,1,0400309B|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:0.800000->0.750000;Sound Types:+;,1,0400309C|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:1.100000->1.050000;Sound Types:+;,1,0400309E|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:1.070000->1.020000;Sound Types:+;,1,0400309F|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:0.900000->0.950000;Sound Types:+;,1,040030A0|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Ebony Golem->Ebony Atronach;BNAM:0.800000->0.890000;Sound Types:+;,1,040030A1|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:1.100000->1.050000;Sound Types:+;,1,040030A2|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:1.070000->1.020000;Sound Types:+;,1,040030A3|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:0.900000->0.940000;Sound Types:+;,1,040030A4|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;BNAM:0.800000->1.000000;Sound Types:+;,1,040030A5|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:1.100000->0.980000;Sound Types:+;,1,040030AA|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:1.070000->1.020000;Sound Types:+;,1,040030AB|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;BNAM:0.900000->0.800000;Sound Types:+;,1,040030AC|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;Sound Types:+;,1,040030AD|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:1.100000->1.030000;Sound Types:+;,1,040030B2|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:1.070000->1.000000;Sound Types:+;,1,040030B3|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;Sound Types:+;,1,040030B4|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;BNAM:0.800000->0.850000;Sound Types:+;,1,040030B5|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:1.100000->1.000000;Sound Types:+;,1,040030BA|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:1.070000->0.970000;Sound Types:+;,1,040030BB|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;BNAM:0.900000->0.850000;Sound Types:+;,1,040030BC|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;Sound Types:+;,2,040030BD|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:1.100000->1.060000;Sound Types:+;,1,040030BE|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:1.070000->1.030000;Sound Types:+;,1,040030BF|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:0.900000->0.980000;Sound Types:+;,1,040030C0|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Water Atronach;BNAM:0.800000->0.880000;Sound Types:+;,1,040030C1|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Hell Hound->Kynhound;,4,04003293|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL"
CREA|Record Header:+;FULL:Shadow Wolf->Dire Wolf;SPLO:+;,13,04003295|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,SPLO+"
CREA|Record Header:+;BNAM:1.150000->1.190000;Sound Types:+;,1,04003296|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.200000->1.270000;Sound Types:+;,1,04003297|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:1.000000->1.150000;WNAM:3.000000->5.000000;Sound Types:+;,1,04003298|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:1.200000->1.250000;WNAM:3.000000->5.000000;Sound Types:+;,1,04003D18|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:1.100000->1.160000;WNAM:3.000000->5.000000;Sound Types:+;,1,04003D1C|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Snow Mountain Lion->Snow Leopard;BNAM:0.900000->1.080000;WNAM:3.000000->5.000000;Sound Types:+;,1,04003D1D|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;ZNAM:DefaultMountainLion [CSTY:0000A2->DefaultMountainLionCold [CSTY:05;BNAM:1.400000->1.440000;Sound Types:+;,1,04003D1E|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",ZNAM,BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.300000->1.350000;Sound Types:+;,1,04003D1F|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.100000->1.190000;Sound Types:+;,1,04003D20|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.350000->1.400000;Sound Types:+;,1,04003D21|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Water Atronach;CNTO:+;Sound Types:+;,1,040042B6|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,""Sound Types+"""
CREA|Record Header:+;FULL:Glass Golem->Malachite Atronach;CNTO:+;Sound Types:+;,2,04004746|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,""Sound Types+"""
CREA|Record Header:+;BNAM:1.000000->0.950000;Sound Types:+;,1,04004748|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.000000->0.890000;Sound Types:+;,1,0400474A|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Gold Golem->Gold Atronach;CNTO:+;Sound Types:+;,2,04004755|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,""Sound Types+"""
CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;CNTO:+;BNAM:0.900000->0.880000;Sound Types:+;,1,04004756|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Silver Golem->Silver Atronach;CNTO:+;BNAM:0.900000->0.850000;Sound Types:+;,1,04004757|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Water Golem->Water Atronach;CNTO:+;BNAM:0.900000->0.940000;Sound Types:+;,1,04004758|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+"""
CREA|Record Header:+;Sound Types:+;,64,04007FB9|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",""Sound Types+"""
CREA|Record Header:+;WNAM:3.000000->20.000000;Sound Types:+;,1,04007FD9|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",WNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.100000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,1,04007FDA|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:0.900000->1.200000;WNAM:3.000000->20.000000;Sound Types:+;,1,04007FDB|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.500000->1.550000;WNAM:3.000000->20.000000;,1,04007FDF|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.400000->1.550000;WNAM:0.000000->20.000000;,1,04007FE0|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.200000->1.550000;WNAM:3.000000->20.000000;,1,04007FE1|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.700000->1.650000;WNAM:3.000000->20.000000;,1,04007FE2|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;WNAM:3.000000->20.000000;,2,04007FE3|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",WNAM"
CREA|Record Header:+;BNAM:1.450000->1.550000;WNAM:3.000000->20.000000;,1,04007FE5|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,WNAM"
CREA|Record Header:+;BNAM:1.150000->0.950000;Sound Types:+;,1,04007FF4|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.150000->0.850000;,1,04007FF6|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.150000->0.980000;,1,04007FF8|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.850000->0.900000;,1,04007FF9|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.150000->0.970000;,1,04007FFA|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.850000->0.870000;,1,04007FFB|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.150000->1.060000;,2,04007FFC|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.850000->0.930000;,1,04007FFD|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.850000->0.940000;,1,040084E5|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.150000->1.100000;,1,040084E6|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.850000->1.000000;,1,040084E7|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.350000->1.170000;,1,040084E8|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.050000->1.120000;,2,040084E9|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.350000->1.100000;,1,040084EA|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;FULL:Hunter Mountain Lion->Hunting Wolf;RNAM:55->50;ZNAM:DefaultMountainLion [CSTY:0000A2->DefaultWolf [CSTY:00064F45];BNAM:1.350000->1.600000;,1,04008500|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,RNAM,ZNAM,BNAM"
CREA|Record Header:+;FULL:Hunter Mountain Lion->Hunting Wolf;RNAM:55->50;ZNAM:DefaultMountainLion [CSTY:0000A2->DefaultWolf [CSTY:00064F45];BNAM:1.050000->1.600000;WNAM:3.000000->5.000000;,1,04008501|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,RNAM,ZNAM,BNAM,WNAM"
CREA|Record Header:+;BNAM:1.200000->1.110000;Sound Types:+;,1,04008A03|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.100000->1.030000;Sound Types:+;,1,04008A04|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:0.900000->0.930000;Sound Types:+;,1,04008A05|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.000000->0.650000;,1,04008A0C|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.900000->0.650000;,1,04008A0D|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.700000->0.650000;,1,04008A0E|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.200000->1.230000;,1,04008A0F|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.100000->1.190000;,1,04008A10|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.900000->1.150000;,1,04008A11|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;FULL:Skeleton Guardian->Skeleton Guardian Archer;,2,04008A29|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL"
CREA|Record Header:+;BNAM:1.120000->1.130000;,1,04008A2B|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.920000->1.100000;,1,04008A2C|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.920000->1.090000;,1,04008A2E|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.150000->1.160000;,1,04008A2F|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.950000->1.100000;,1,04008A30|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.150000->1.190000;,1,04008A31|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:0.950000->1.080000;,1,04008A32|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.700000->1.800000;,1,040098C6|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.600000->1.800000;,1,040098C8|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;FULL:Flesh Golem->Blood Atronach;BNAM:0.900000->0.800000;Sound Types:+;,1,0400DA6B|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Iron Golem->Iron Atronach;CNTO:+;BNAM:0.900000->0.850000;Sound Types:+;,1,0400DF58|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+"""
CREA|Record Header:+;FULL:Mithril Golem->Quicksilver Atronach;CNTO:+;BNAM:0.900000->0.950000;Sound Types:+;,1,0400DF5A|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",FULL,CNTO+,BNAM,""Sound Types+"""
CREA|Record Header:+;BNAM:1.200000->1.120000;,1,04011B99|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.350000->1.150000;,1,04014651|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
CREA|Record Header:+;BNAM:1.250000->1.150000;,1,04014652|Oscuro's_Oblivion_Overhaul.esm|CREA|"""Record Header+"",BNAM"
