target_fid,target_master,signature,editor_id,record_name,change_summary,diff_pattern_key,ooo_touch_reason,target_record_in_current_ooo,recommend
0002449F,Oblivion.esm,CONT,ChestVendorAlchemyPotionsLowG01,"ChestVendorAlchemyPotionsLowG01 ""Chest"" [CONT:0002449F]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000244A0,Oblivion.esm,CONT,ChestVendorAlchemyPotionsHighG01,"ChestVendorAlchemyPotionsHighG01 ""Chest"" [CONT:000244A0]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000244C7,Oblivion.esm,CONT,ChestVendorSmithGuild04,"ChestVendorSmithGuild04 ""Chest"" [CONT:000244C7]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
000301AF,Oblivion.esm,CONT,Dark15Chest,"Dark15Chest ""Sunken Chest"" [CONT:000301AF]","""Record Header+"",SCRI",CONT|Record Header:+;SCRI:Dark15DeadDropScript [SCPT:00030->OOOContChestNRDark15DeadDropScri;,references_ooo,present,merge
000366CC,Oblivion.esm,CONT,MS06GranthamsTreasure,"MS06GranthamsTreasure ""Chest"" [CONT:000366CC]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0003752B,Oblivion.esm,CONT,DungBanditChest02,"DungBanditChest02 ""Chest"" [CONT:0003752B]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00037538,Oblivion.esm,CONT,DungMarauderBossChestAlyied01,"DungMarauderBossChestAlyied01 ""Ayleid Coffer"" [CONT:00037538]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037539,Oblivion.esm,CONT,DungMarauderBossChestAlyied02,"DungMarauderBossChestAlyied02 ""Ayleid Reliquary"" [CONT:00037539]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003753A,Oblivion.esm,CONT,DungMarauderChestAlyied01,"DungMarauderChestAlyied01 ""Ayleid Cask"" [CONT:0003753A]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003753F,Oblivion.esm,CONT,DungNecroBossChestAlyied01,"DungNecroBossChestAlyied01 ""Ayleid Coffer"" [CONT:0003753F]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037540,Oblivion.esm,CONT,DungNecroBossChestAlyied02,"DungNecroBossChestAlyied02 ""Ayleid Reliquary"" [CONT:00037540]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037541,Oblivion.esm,CONT,DungNecroChestAlyied01,"DungNecroChestAlyied01 ""Ayleid Cask"" [CONT:00037541]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037547,Oblivion.esm,CONT,DungConjurerChestAlyied01,"DungConjurerChestAlyied01 ""Ayleid Coffer"" [CONT:00037547]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037548,Oblivion.esm,CONT,DungConjurerChestAlyied02,"DungConjurerChestAlyied02 ""Ayleid Reliquary"" [CONT:00037548]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037549,Oblivion.esm,CONT,DungConjurerBossChestAlyied01,"DungConjurerBossChestAlyied01 ""Ayleid Cask"" [CONT:00037549]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037555,Oblivion.esm,CONT,DungVampireBossChestAlyied01,"DungVampireBossChestAlyied01 ""Ayleid Coffer"" [CONT:00037555]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037556,Oblivion.esm,CONT,DungVampireBossChestAlyied02,"DungVampireBossChestAlyied02 ""Ayleid Reliquary"" [CONT:00037556]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037557,Oblivion.esm,CONT,DungVampireChestAlyied01,"DungVampireChestAlyied01 ""Ayleid Cask"" [CONT:00037557]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003755A,Oblivion.esm,CONT,DungGoblinBossChest02,"DungGoblinBossChest02 ""Rotten Chest"" [CONT:0003755A]","""Record Header+"",FULL",CONT|Record Header:+;FULL:Chest->Rotten Chest;,references_ooo,present,merge
00037562,Oblivion.esm,CONT,DungGoblinBossChestFort,"DungGoblinBossChestFort ""Rotten Chest"" [CONT:00037562]","""Record Header+"",FULL",CONT|Record Header:+;FULL:Chest->Rotten Chest;,references_ooo,present,merge
00037671,Oblivion.esm,CONT,DungMythEnemyBossChestAlyied01,"DungMythEnemyBossChestAlyied01 ""Ayleid Coffer"" [CONT:00037671]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037672,Oblivion.esm,CONT,DungMythEnemyBossChestAlyied02,"DungMythEnemyBossChestAlyied02 ""Ayleid Reliquary"" [CONT:00037672]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037673,Oblivion.esm,CONT,DungMythEnemyChestAlyied01,"DungMythEnemyChestAlyied01 ""Ayleid Cask"" [CONT:00037673]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003767C,Oblivion.esm,CONT,DungTombBossChestAlyied01,"DungTombBossChestAlyied01 ""Ayleid Coffer"" [CONT:0003767C]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003767D,Oblivion.esm,CONT,DungTombBossChestAlyied02,"DungTombBossChestAlyied02 ""Ayleid Reliquary"" [CONT:0003767D]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003767E,Oblivion.esm,CONT,DungTombChestAlyied01,"DungTombChestAlyied01 ""Ayleid Cask"" [CONT:0003767E]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003768E,Oblivion.esm,CONT,DungConjurerBossChestAlyied02,"DungConjurerBossChestAlyied02 ""Ayleid Cask"" [CONT:0003768E]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003768F,Oblivion.esm,CONT,DungMarauderChestAlyied02,"DungMarauderChestAlyied02 ""Ayleid Cask"" [CONT:0003768F]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037690,Oblivion.esm,CONT,DungMythEnemyChestAlyied02,"DungMythEnemyChestAlyied02 ""Ayleid Cask"" [CONT:00037690]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037691,Oblivion.esm,CONT,DungNecroChestAlyied02,"DungNecroChestAlyied02 ""Ayleid Cask"" [CONT:00037691]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00037692,Oblivion.esm,CONT,DungTombChestAlyied02,"DungTombChestAlyied02 ""Ayleid Cask"" [CONT:00037692]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00037693,Oblivion.esm,CONT,DungVampireChestAlyied02,"DungVampireChestAlyied02 ""Ayleid Cask"" [CONT:00037693]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0003D06E,Oblivion.esm,CONT,TGChestFenceLucianaGalena,"TGChestFenceLucianaGalena ""Luciana Galena's Chest"" [CONT:0003D06E]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040F8F,Oblivion.esm,CONT,SEDungZealotBossChestRoot,"SEDungZealotBossChestRoot ""Hollowed Stump"" [CONT:00040F8F]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040F95,Oblivion.esm,CONT,SEDungHereticBossChestRoot,"SEDungHereticBossChestRoot ""Hollowed Stump"" [CONT:00040F95]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040F9A,Oblivion.esm,CONT,SEDungNaturalBossChestRoot,"SEDungNaturalBossChestRoot ""Hollowed Stump"" [CONT:00040F9A]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040FA1,Oblivion.esm,CONT,SEDungGrummiteBossChestRoot,"SEDungGrummiteBossChestRoot ""Hollowed Stump"" [CONT:00040FA1]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040FA7,Oblivion.esm,CONT,SEDungUndeadBossChest01,"SEDungUndeadBossChest01 ""Chest"" [CONT:00040FA7]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040FB2,Oblivion.esm,CONT,SEDungNaturalBossChestRuin01,"SEDungNaturalBossChestRuin01 ""Chest"" [CONT:00040FB2]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040FB8,Oblivion.esm,CONT,SEDungGrummiteBossChestRuin01,"SEDungGrummiteBossChestRuin01 ""Chest"" [CONT:00040FB8]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040FBE,Oblivion.esm,CONT,SEDungHereticBossChestRuin01,"SEDungHereticBossChestRuin01 ""Chest"" [CONT:00040FBE]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00040FC4,Oblivion.esm,CONT,SEDungZealotBossChestRuin01,"SEDungZealotBossChestRuin01 ""Chest"" [CONT:00040FC4]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0004B77C,Oblivion.esm,CONT,DungRestorationAlyied,"DungRestorationAlyied ""Ayleid Chest"" [CONT:0004B77C]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0004F944,Oblivion.esm,CONT,DarkSellChest,"DarkSellChest ""Chest"" [CONT:0004F944]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00052977,Oblivion.esm,CONT,SEDungGrummiteBossChestRuin02,"SEDungGrummiteBossChestRuin02 ""Urn"" [CONT:00052977]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0005297A,Oblivion.esm,CONT,SEDungHereticBossChestRuin02,"SEDungHereticBossChestRuin02 ""Urn"" [CONT:0005297A]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0005297D,Oblivion.esm,CONT,SEDungNaturalBossChestRuin02,"SEDungNaturalBossChestRuin02 ""Urn"" [CONT:0005297D]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00052980,Oblivion.esm,CONT,SEDungUndeadBossChest02,"SEDungUndeadBossChest02 ""Urn"" [CONT:00052980]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00052983,Oblivion.esm,CONT,SEDungZealotBossChestRuin02,"SEDungZealotBossChestRuin02 ""Urn"" [CONT:00052983]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0005B913,Oblivion.esm,CONT,MossRockCavernChest,"MossRockCavernChest ""Necromancer's Chest"" [CONT:0005B913]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0005BD65,Oblivion.esm,CONT,PotHoleCavernsChest,"PotHoleCavernsChest ""Necromancer's Chest"" [CONT:0005BD65]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0005D2C1,Oblivion.esm,CONT,MQ02JauffreChest,"MQ02JauffreChest ""Jauffre's Chest"" [CONT:0005D2C1]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00066F19,Oblivion.esm,CONT,SE34DungGrummiteChestRuin01,"SE34DungGrummiteChestRuin01 ""Chest"" [CONT:00066F19]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
000693D3,Oblivion.esm,CONT,DarkAntoinettaChest,"DarkAntoinettaChest ""Antoinetta Marie's Chest"" [CONT:000693D3]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0006C676,Oblivion.esm,CONT,DarkGogronChest,"DarkGogronChest ""Gogron gro-Bolmog's Chest"" [CONT:0006C676]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000738D9,Oblivion.esm,CONT,ChestClarabellaCaptain,"ChestClarabellaCaptain ""Captain Patneim's Chest"" [CONT:000738D9]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
0007B744,Oblivion.esm,CONT,Dark02CaptainChest,"Dark02CaptainChest ""Captain Tussaud's Booty"" [CONT:0007B744]","""Record Header+"",FULL",CONT|Record Header:+;FULL:Captain's Tussaud's Booty->Captain Tussaud's Booty;,references_ooo,present,merge
0007DEC2,Oblivion.esm,CONT,SEOrderedChest,"SEOrderedChest ""Crystal Chest"" [CONT:0007DEC2]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000831BA,Oblivion.esm,CONT,MS38GlarthirCupboard01,"MS38GlarthirCupboard01 ""Cupboard"" [CONT:000831BA]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000852DA,Oblivion.esm,CONT,Dark08NevilleChest,"Dark08NevilleChest ""Chest"" [CONT:000852DA]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00088FEE,Oblivion.esm,CONT,MS12HiddenChest,"MS12HiddenChest ""Forgotten Chest"" [CONT:00088FEE]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
00090C11,Oblivion.esm,CONT,Dark18ChestLarge2,"Dark18ChestLarge2 ""Large Chest"" [CONT:00090C11]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
0009E658,Oblivion.esm,CONT,DarkSellChestUnderling,"DarkSellChestUnderling ""Chest"" [CONT:0009E658]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000A2E54,Oblivion.esm,CONT,HackdirtCrate,"HackdirtCrate ""A Battered Crate"" [CONT:000A2E54]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000C58AC,Oblivion.esm,CONT,MQ12GoblinChest01,"MQ12GoblinChest01 ""Chest"" [CONT:000C58AC]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
000C80DD,Oblivion.esm,CONT,MG07CoffinManduin,"MG07CoffinManduin ""Manduin's Coffin"" [CONT:000C80DD]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000C810B,Oblivion.esm,CONT,VilverinNecroSack,"VilverinNecroSack ""Necromancer's Sack"" [CONT:000C810B]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
000CA18C,Oblivion.esm,CONT,BlackRockChest01,"BlackRockChest01 ""Chest"" [CONT:000CA18C]","""Record Header+""",CONT|Record Header:+;,references_ooo,present,merge
00185DCC,Oblivion.esm,CONT,SQ07OfferingSack,"SQ07OfferingSack ""The Offering"" [CONT:00185DCC]","""Record Header+"",SCRI+",CONT|Record Header:+;SCRI:+;,references_ooo,present,merge
040011E8,Oscuro's_Oblivion_Overhaul.esm,CONT,VendorRindirsStaffsDefStaffsOOO,"VendorRindirsStaffsDefStaffsOOO ""Chest"" [CONT:050011E8]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040011EA,Oscuro's_Oblivion_Overhaul.esm,CONT,VendorMysticEmporiumDefStaffsOOO,"VendorMysticEmporiumDefStaffsOOO ""Chest"" [CONT:050011EA]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
0400164A,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOODungSackMid02TreasuryRGC,"ZOOODungSackMid02TreasuryRGC ""Sack"" [CONT:0500164A]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F48,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01NobleT100AlvaUlani,"ZOOOChestJewelry01NobleT100AlvaUlani ""Exquisite Jewelry Box"" [CONT:05001F48]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F4A,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper01NobleTreasuryLesserT100AmAl,"ZOOOChestUpper01NobleTreasuryLesserT100AmAl ""Elegant Chest"" [CONT:05001F4A]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F56,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestClutterMiddleSame01AsAt,"ZOOOChestClutterMiddleSame01AsAt ""Chest"" [CONT:05001F56]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F57,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestClutterMiddleSame02AsAt,"ZOOOChestClutterMiddleSame02AsAt ""Chest"" [CONT:05001F57]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F58,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestClutterUpper02AsAt,"ZOOOChestClutterUpper02AsAt ""Chest"" [CONT:05001F58]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F59,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01UpperT100Baer,"ZOOOChestJewelry01UpperT100Baer ""Fine Jewelry Box"" [CONT:05001F59]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F7F,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestMiddle02UpperArmoryPatneim,"ZOOOChestMiddle02UpperArmoryPatneim ""Fine Banded Chest"" [CONT:05001F7F]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F80,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01MiddleCarandial,"ZOOOChestJewelry01MiddleCarandial ""Common Jewelry Box"" [CONT:05001F80]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F89,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01UpperT100DovynAren,"ZOOOChestJewelry01UpperT100DovynAren ""Fine Jewelry Box"" [CONT:05001F89]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F8B,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01MiddleT100Droshanji,"ZOOOChestJewelry01MiddleT100Droshanji ""Common Jewelry Box"" [CONT:05001F8B]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F8D,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestMiddle02UpperArmoryDynariAmnis,"ZOOOChestMiddle02UpperArmoryDynariAmnis ""Fine Banded Chest"" [CONT:05001F8D]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F8F,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper02NobleClutterDynariAmnis,"ZOOOChestUpper02NobleClutterDynariAmnis ""Elaborate Chest"" [CONT:05001F8F]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F90,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper01NobleAlchemyT100EidKee,"ZOOOChestUpper01NobleAlchemyT100EidKee ""Elegant Chest"" [CONT:05001F90]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F92,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper01NobleArmoryT100EidKee,"ZOOOChestUpper01NobleArmoryT100EidKee ""Elegant Chest"" [CONT:05001F92]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F93,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper01NobleTreasuryT100EidKee,"ZOOOChestUpper01NobleTreasuryT100EidKee ""Elegant Chest"" [CONT:05001F93]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F98,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestMiddle02UpperArmoryLesserWizT100Glarthir,"ZOOOChestMiddle02UpperArmoryLesserWizT100Glarthir ""Rune Banded Chest"" [CONT:05001F98]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F99,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestMiddle01UpperTreasuryT100Glarthir,"ZOOOChestMiddle01UpperTreasuryT100Glarthir ""Studded Chest"" [CONT:05001F99]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F9A,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper01NobleTreasuryLesserT100Glarthir,"ZOOOChestUpper01NobleTreasuryLesserT100Glarthir ""Elegant Chest"" [CONT:05001F9A]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F9B,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper02NobleClutterT100Glarthir,"ZOOOChestUpper02NobleClutterT100Glarthir ""Elaborate Chest"" [CONT:05001F9B]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001F9F,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01MiddleGreyThroat,"ZOOOChestJewelry01MiddleGreyThroat ""Common Jewelry Box"" [CONT:05001F9F]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001FA1,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01UpperHafidhollowleg,"ZOOOChestJewelry01UpperHafidhollowleg ""Fine Jewelry Box"" [CONT:05001FA1]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04001FA3,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01UpperT100HalLiurz,"ZOOOChestJewelry01UpperT100HalLiurz ""Fine Jewelry Box"" [CONT:05001FA3]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040025A0,Oscuro's_Oblivion_Overhaul.esm,CONT,ChestDefStaffAlyeid,"ChestDefStaffAlyeid ""Ayleid Reliquary"" [CONT:050025A0]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040025A3,Oscuro's_Oblivion_Overhaul.esm,CONT,ChestDefStaffAlyeidBoss3,"ChestDefStaffAlyeidBoss3 ""Ayleid Reliquary"" [CONT:050025A3]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040025A6,Oscuro's_Oblivion_Overhaul.esm,CONT,ChestDefStaffUpper4,"ChestDefStaffUpper4 ""Chest"" [CONT:050025A6]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040025A7,Oscuro's_Oblivion_Overhaul.esm,CONT,ChestDefStaffUpper2,"ChestDefStaffUpper2 ""Hannival Traven's Personal Chest"" [CONT:050025A7]","""Record Header+"",FULL",CONT|Record Header:+;FULL:Chest->Hannival Traven's Personal Chest;,owns_record,present,merge
040025A8,Oscuro's_Oblivion_Overhaul.esm,CONT,ChestDefStaffAlyeidBoss5,"ChestDefStaffAlyeidBoss5 ""Ayleid Reliquary"" [CONT:050025A8]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040025A9,Oscuro's_Oblivion_Overhaul.esm,CONT,ChestDefStaffLower1,"ChestDefStaffLower1 ""Chest"" [CONT:050025A9]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040026F7,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01NobleTop,"ZOOOChestJewelry01NobleTop ""Exquisite Jewelry Box"" [CONT:050026F7]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040026F8,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01UpperTop,"ZOOOChestJewelry01UpperTop ""Fine Jewelry Box"" [CONT:050026F8]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040026F9,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper02NobleMagicTop,"ZOOOChestUpper02NobleMagicTop ""Ornate Runed Chest"" [CONT:050026F9]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040026FB,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper01NobleArmoryTop,"ZOOOChestUpper01NobleArmoryTop ""Elegant Chest"" [CONT:050026FB]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04002700,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper01NobleArmory,"ZOOOChestUpper01NobleArmory ""Elegant Chest"" [CONT:05002700]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04002713,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestUpper02NobleClutterTop,"ZOOOChestUpper02NobleClutterTop ""Elaborate Chest"" [CONT:05002713]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04002AAE,Oscuro's_Oblivion_Overhaul.esm,CONT,VendorArcaneUDefStaffOOO,"VendorArcaneUDefStaffOOO ""Chest"" [CONT:05002AAE]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
040032EB,Oscuro's_Oblivion_Overhaul.esm,CONT,CupboardClutterMiddleHelviusCecia,"CupboardClutterMiddleHelviusCecia ""Cupboard"" [CONT:050032EB]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04003E3F,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01MiddleInventius,"ZOOOChestJewelry01MiddleInventius ""Common Jewelry Box"" [CONT:05003E3F]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04003E41,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01UpperT100Janus,"ZOOOChestJewelry01UpperT100Janus ""Fine Jewelry Box"" [CONT:05003E41]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04003E43,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestJewelry01UpperT100JesanSextius,"ZOOOChestJewelry01UpperT100JesanSextius ""Fine Jewelry Box"" [CONT:05003E43]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04003E45,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestMiddle02UpperArmoryLesserKastusSintav,"ZOOOChestMiddle02UpperArmoryLesserKastusSintav ""Fine Banded Chest"" [CONT:05003E45]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04003E47,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestMiddle01UpperTreasuryT100Kizra,"ZOOOChestMiddle01UpperTreasuryT100Kizra ""Studded Chest"" [CONT:05003E47]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
04003E49,Oscuro's_Oblivion_Overhaul.esm,CONT,ZOOOChestMiddle02UpperArmoryLesserT100Kizra,"ZOOOChestMiddle02UpperArmoryLesserT100Kizra ""Fine Banded Chest"" [CONT:05003E49]","""Record Header+""",CONT|Record Header:+;,owns_record,present,merge
